"age","birthSex","profile_education_level","ethnicity_new","ethnicity_new1617","w2_voted","w2_vb15","ScotPcon2014","w2_uk10"
36,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Strathkelvin and Bearsden",2
34,NA,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","Any other White background",NA,"I thought about voting in the Scottish Parliament election but in the end I didn’t",NA,"Edinburgh Northern and Leith",2
53,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","Any other White background",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Angus North and Mearns",1
44,"Male","University diploma","Chinese",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Edinburgh Eastern",1
34,"Female","Recognised trade apprenticeship completed","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Glasgow Pollok",1
49,"Female","Youth training certificate/skillseekers","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Banffshire and Buchan Coast",1
31,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Edinburgh Northern and Leith",1
17,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Liberal Democrat","North East Fife",2
69,"Female","City & Guilds certificate - advanced","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Ettrick, Roxburgh and Berwickshire",2
17,"Female","Scottish Higher Certificate","Pakistani",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Glasgow Pollok",2
52,"Male","CSE grade 1, GCE O level, GCSE, School Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Aberdeenshire West",2
22,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Galloway and West Dumfries",1
19,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Cunninghame North",2
50,"Male","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Liberal Democrat","Orkney Islands",2
25,"Female","University or CNAA higher degree (e.g. M.Sc, Ph.D)","Any other White background",NA,"I definitely voted in the Scottish Parliament election","Reform UK","Edinburgh Southern",2
25,"Male","Don't know","English / Welsh / Scottish / Northern Irish / British",NA,"I thought about voting in the Scottish Parliament election but in the end I didn’t",NA,"Coatbridge and Chryston",1
67,"Female","Scottish Ordinary/ Lower Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","East Kilbride",2
64,"Female","No formal qualifications","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Angus South",3
25,"Female","University diploma","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Paisley",1
30,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Dundee City West",1
59,"Female","No formal qualifications","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Caithness, Sutherland and Ross",3
66,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Dundee City East",2
20,"Female","GCE A level or Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Edinburgh Southern",1
27,"Male","University diploma","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Angus South",1
68,"Female","CSE grade 1, GCE O level, GCSE, School Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Banffshire and Buchan Coast",2
21,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Coatbridge and Chryston",1
59,"Female","CSE grade 1, GCE O level, GCSE, School Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Galloway and West Dumfries",2
29,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Dundee City West",1
17,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Glasgow Kelvin",4
56,"Female","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Alba Party","Dundee City West",1
17,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Cowdenbeath",2
16,"Male","Prefer not to say","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Midlothian South, Tweeddale and Lauderdale",2
22,"Female","GCE A level or Higher Certificate","Any other Asian background",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Moray",1
21,"Female","Don't know","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Cunninghame North",1
50,"Male","City & Guilds certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Cunninghame South",2
36,"Male","Prefer not to say","Any other White background",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Glasgow Pollok",1
56,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Renfrewshire North and West",2
57,"Female","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Edinburgh Pentlands",1
17,"Male","Scottish Higher Certificate","Any other Mixed / Multiple ethnic background",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Cunninghame North",2
53,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Glasgow Anniesland",1
28,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Moray",1
37,"Male","Recognised trade apprenticeship completed","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Glasgow Maryhill and Springburn",1
17,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Perthshire North",1
28,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","White and Asian",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Edinburgh Northern and Leith",1
24,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","Any other White background",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour",NA,2
48,"Female","GCE A level or Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Galloway and West Dumfries",1
34,"Female","CSE grade 1, GCE O level, GCSE, School Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I thought about voting in the Scottish Parliament election but in the end I didn’t",NA,"Almond Valley",2
19,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Edinburgh Central",1
32,"Male","University or CNAA higher degree (e.g. M.Sc, Ph.D)","Any other Asian background",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party",NA,1
37,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Ayr",1
17,"Female","Don't know","Any other White background",NA,"I thought about voting in the Scottish Parliament election but in the end I didn’t",NA,NA,1
21,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Galloway and West Dumfries",1
55,"Male","City & Guilds certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Midlothian North and Musselburgh",2
17,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Midlothian South, Tweeddale and Lauderdale",1
32,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Almond Valley",1
20,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Caithness, Sutherland and Ross",1
24,NA,"Prefer not to say","Any other White background",NA,"Can’t recall",NA,"Glasgow Kelvin",4
29,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Don't know",NA,NA
22,"Male","Prefer not to say","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Reform UK","Kilmarnock and Irvine Valley",2
18,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I usually vote but didn’t this time",NA,"Aberdeenshire West",2
35,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Cowdenbeath",2
73,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Galloway and West Dumfries",2
22,"Male","University diploma","Indian",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Glasgow Kelvin",1
18,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Mid Fife and Glenrothes",2
50,"Female","University or CNAA higher degree (e.g. M.Sc, Ph.D)","Any other White background",NA,"I thought about voting in the Scottish Parliament election but in the end I didn’t",NA,"Aberdeen South and North Kincardine",1
43,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Aberdeen Donside",2
69,"Female","No formal qualifications","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Strathkelvin and Bearsden",1
17,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Glasgow Cathcart",1
27,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,NA,2
17,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Clackmannanshire and Dunblane",2
58,"Female","Prefer not to say","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Ettrick, Roxburgh and Berwickshire",1
28,"Female","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Glasgow Pollok",1
25,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Edinburgh Eastern",1
17,"Female","Scottish Ordinary/ Lower Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Clydebank and Milngavie",4
70,"Male","Teaching qualification (not degree)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Perthshire South and Kinross-shire",1
21,NA,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election",NA,"Kirkcaldy",NA
17,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Angus North and Mearns",2
21,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Strathkelvin and Bearsden",2
19,"Female","GCE A level or Higher Certificate","Any other White background",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Edinburgh Southern",1
16,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist",NA,2
31,"Male","University or CNAA higher degree (e.g. M.Sc, Ph.D)","Any other White background",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Edinburgh Eastern",4
24,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Eastwood",4
23,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Airdrie and Shotts",1
21,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Kilmarnock and Irvine Valley",4
26,"Female","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Glasgow Maryhill and Springburn",1
33,"Male","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Edinburgh Northern and Leith",1
23,"Female","University diploma","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Linlithgow",1
42,"Male","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","East Kilbride",2
27,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Aberdeenshire East",4
23,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I usually vote but didn’t this time",NA,"Carrick, Cumnock and Doon Valley",1
17,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Midlothian South, Tweeddale and Lauderdale",1
61,"Female","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Ettrick, Roxburgh and Berwickshire",2
16,"Female","Scottish Ordinary/ Lower Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Edinburgh Northern and Leith",2
43,"Female","City & Guilds certificate","English / Welsh / Scottish / Northern Irish / British",NA,"Can’t recall",NA,"Aberdeen South and North Kincardine",4
17,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Edinburgh Southern",2
17,"Female","Scottish Ordinary/ Lower Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Airdrie and Shotts",1
38,"Female","University diploma","Any other White background",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Glasgow Shettleston",1
34,"Male","City & Guilds certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Dumfriesshire",1
17,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","East Lothian",2
19,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Edinburgh Southern",2
37,"Female","City & Guilds certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Midlothian South, Tweeddale and Lauderdale",2
59,"Female","City & Guilds certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I usually vote but didn’t this time",NA,"Strathkelvin and Bearsden",1
16,"Female","Prefer not to say","Prefer not to say",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Glasgow Provan",2
66,"Male","Scottish Ordinary/ Lower Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Eastwood",2
77,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","East Kilbride",2
31,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Edinburgh Pentlands",1
47,"Male","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Banffshire and Buchan Coast",1
29,"Female","CSE grade 1, GCE O level, GCSE, School Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Don't know","Linlithgow",4
34,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist",NA,2
26,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","East Lothian",2
42,"Female","Scottish Ordinary/ Lower Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I usually vote but didn’t this time",NA,"Clydebank and Milngavie",1
46,"Female","Scottish Ordinary/ Lower Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Clydebank and Milngavie",1
24,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I usually vote but didn’t this time",NA,"Na h-Eileanan an Iar",4
47,"Male","CSE grade 1, GCE O level, GCSE, School Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Glasgow Cathcart",2
24,"Female","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Edinburgh Eastern",2
29,"Female","GCE A level or Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Linlithgow",3
26,"Female","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Hamilton, Larkhall and Stonehouse",1
24,"Female","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Edinburgh Southern",1
42,"Male","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Aberdeen Donside",NA
58,"Male","Scottish Ordinary/ Lower Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Aberdeen Central",4
31,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Hamilton, Larkhall and Stonehouse",1
36,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Kilmarnock and Irvine Valley",1
66,"Male","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Strathkelvin and Bearsden",1
67,"Female","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Almond Valley",2
17,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Edinburgh Northern and Leith",1
49,"Male","Youth training certificate/skillseekers","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Falkirk West",1
27,"Female","Scottish Higher Certificate","Any other White background",NA,"I thought about voting in the Scottish Parliament election but in the end I didn’t",NA,"Aberdeenshire East",2
23,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Dumfriesshire",2
72,"Female","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Some other party","Caithness, Sutherland and Ross",2
16,"Male","Prefer not to say","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Midlothian North and Musselburgh",2
22,"Female","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Coatbridge and Chryston",1
36,"Female","Prefer not to say","Pakistani",NA,"I thought about voting in the Scottish Parliament election but in the end I didn’t",NA,"Glasgow Maryhill and Springburn",2
20,"Male","Scottish Higher Certificate","Any other Asian background",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Glasgow Maryhill and Springburn",NA
33,"Male","City & Guilds certificate - advanced","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Alba Party","Glasgow Kelvin",1
17,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Edinburgh Central",1
28,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Glasgow Southside",1
34,"Male","GCE A level or Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I usually vote but didn’t this time",NA,"Strathkelvin and Bearsden",1
38,"Male","City & Guilds certificate - advanced","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Stirling",2
24,"Male","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Clydebank and Milngavie",1
18,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Liberal Democrat","Skye, Lochaber and Badenoch",2
16,"Female","Scottish Ordinary/ Lower Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Hamilton, Larkhall and Stonehouse",1
33,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Dumfriesshire",1
54,"Male","CSE grades 2-5","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Angus North and Mearns",2
29,"Female","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Midlothian North and Musselburgh",1
56,"Female","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Eastwood",2
45,"Male","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I usually vote but didn’t this time",NA,"Edinburgh Eastern",1
65,"Male","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Aberdeen South and North Kincardine",2
39,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Angus South",1
39,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I thought about voting in the Scottish Parliament election but in the end I didn’t",NA,"Strathkelvin and Bearsden",4
31,"Male","Recognised trade apprenticeship completed","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Dumfriesshire",2
49,"Female","GCE A level or Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Glasgow Provan",1
39,"Female","CSE grades 2-5","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party",NA,1
17,"Female","GCE A level or Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Perthshire South and Kinross-shire",1
59,"Female","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Liberal Democrat","Inverness and Nairn",2
17,"Female","Scottish Higher Certificate","Indian",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Dunfermline",1
50,"Male","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Angus North and Mearns",1
29,"Female","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","East Lothian",2
20,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Kilmarnock and Irvine Valley",1
21,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Falkirk West",2
22,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Falkirk East",2
20,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Dunfermline",2
24,"Female","GCE A level or Higher Certificate","Any other White background",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Edinburgh Central",4
23,"Female","Scottish Higher Certificate","Any other White background",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Edinburgh Pentlands",2
20,"Female","City & Guilds certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I usually vote but didn’t this time",NA,"Edinburgh Southern",2
49,"Female","University diploma","Any other White background",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Inverness and Nairn",1
